pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,ra,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_lum,st_dens,st_age,st_spstr,st_umbj
Kepler-1022,b,Kepler-1022 b,1,10.99469878,,,,,4445.0,0.71,0.68,1,0,455.0,15.389,Kepler,289.352005,0,,2.36,0.068475,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1022_b/,,,,3.63,,
Kepler-938,b,Kepler-938 b,1,52.6298417,,,,,5533.0,0.92,0.89,1,0,861.0,15.004,Kepler,294.789143,0,,2.22,0.2485,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-938_b/,,,,4.27,,
KIC 10001893,b,KIC 10001893 b,3,0.2197,,,,,27500.0,,,1,0,1758.47,15.846,Kepler,287.389188,0,,,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kic_10001893_b/,,,,,,
KIC 10001893,c,KIC 10001893 c,3,0.32528,,,,,27500.0,,,1,0,1758.47,15.846,Kepler,287.389188,0,,,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
KIC 10001893,d,KIC 10001893 d,3,0.81161,,,,,27500.0,,,1,0,1758.47,15.846,Kepler,287.389188,0,,,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kic_10001893_d/,,,,,,
HD 141399,b,HD 141399 b,4,94.44,0.415,0.04,0.451,,5600.0,1.07,,0,0,36.2,7.2,Multiple Observatories,236.724228,0,,,,,2014,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_141399_b/,,,,,K0,
HD 141399,e,HD 141399 e,4,5000.0,5.0,0.26,0.66,,5600.0,1.07,,0,0,36.2,7.2,Multiple Observatories,236.724228,0,,,,,2014,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_141399_e/,,,,,K0,
HD 141399,d,HD 141399 d,4,1069.8,2.09,0.074,1.18,,5600.0,1.07,,0,0,36.2,7.2,Multiple Observatories,236.724228,0,,,,,2014,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_141399_d/,,,,,K0,
HD 141399,c,HD 141399 c,4,201.99,0.689,0.048,1.33,,5600.0,1.07,,0,0,36.2,7.2,Multiple Observatories,236.724228,0,,,,,2014,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_141399_c/,,,,,K0,
Kepler-310,b,Kepler-310 b,3,13.930698,0.111,,,,5797.0,,0.88,1,0,612.87,14.279,Kepler,288.839363,0,,1.19,0.0877,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-310_b/,http://exoplanets.org/detail/Kepler-310_b,,,,,
Kepler-310,d,Kepler-310 d,3,92.876125,0.392,,,,5797.0,,0.88,1,0,612.87,14.279,Kepler,288.839363,0,,2.47,0.2969,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-310_d/,http://exoplanets.org/detail/Kepler-310_d,,,,,
Kepler-310,c,Kepler-310 c,3,56.47542,0.281,,,,5797.0,,0.88,1,0,612.87,14.279,Kepler,288.839363,0,,3.38,0.2555,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-310_c/,http://exoplanets.org/detail/Kepler-310_c,,,,,
Kepler-163,b,Kepler-163 b,2,7.810937,0.078,,,,5776.0,,0.92,1,0,703.69,14.415,Kepler,295.002819,0,,1.05,0.14,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-163_b/,http://exoplanets.org/detail/Kepler-163_b,,,,,
Kepler-163,c,Kepler-163 c,2,21.347262,0.152,,,,5776.0,,0.92,1,0,703.69,14.415,Kepler,295.002819,0,,2.26,0.1569,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-163_c/,http://exoplanets.org/detail/Kepler-163_c,,,,,
Kepler-1229,b,Kepler-1229 b,1,86.828989,,,,,3784.0,0.54,0.51,1,0,236.0,15.474,Kepler,297.486691,0,,1.4,0.25004,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1229_b/,,,,3.72,,
Kepler-1046,b,Kepler-1046 b,1,14.37508035,,,,,5913.0,1.04,1.04,1,0,518.0,13.286,Kepler,296.755759,0,,1.71,0.123575,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1046_b/,,,,3.63,,
Kepler-900,b,Kepler-900 b,1,6.9913086,,,,,4836.0,0.78,0.73,1,0,505.0,14.94,Kepler,296.177297,0,,2.08,0.092183,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-900_b/,,,,4.57,,
HAT-P-44,b,HAT-P-44 b,2,4.301219,0.0507,0.044,0.352,0.23,5295.0,0.94,0.95,0,0,363.0,,HATNet,213.144074,0,1108,13.922,0.1302,11.49,2014,Ground,Canon 200mm f/1.8L,2K CCD Sensor,0,http://exoplanet.eu/catalog/hat-p-44_b/,,-0.194,,7.5,,
HAT-P-44,c,HAT-P-44 c,2,872.2,1.752,0.494,4.0,,5295.0,0.94,0.95,0,0,363.0,,W. M. Keck Observatory,213.144074,0,,,0.503,,2014,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hat-p-44_c/,,-0.194,,7.5,,
Kepler-1583,b,Kepler-1583 b,1,9.32807355,,,,,5645.0,0.94,0.91,1,0,357.0,12.897,Kepler,286.386934,0,,0.6,0.164,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1583_b/,,,,4.27,,
Kepler-1297,b,Kepler-1297 b,1,1.68189002,,,,,5818.0,0.99,0.99,1,0,996.0,14.812,Kepler,289.956501,0,,0.97,0.125,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1297_b/,,,,4.17,,
Kepler-939,b,Kepler-939 b,1,14.878296,,,,,5471.0,0.88,0.85,1,0,1029.0,15.534,Kepler,293.865613,0,,1.75,0.31267,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-939_b/,,,,4.47,,
Kepler-1543,b,Kepler-1543 b,1,6.96710269,,,,,6561.0,1.39,1.65,1,0,1114.0,13.487,Kepler,297.124312,0,,2.71,0.15179,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1543_b/,,,,1.91,,
Kepler-1287,b,Kepler-1287 b,1,11.47685909,,,,,5715.0,0.96,0.94,1,0,1027.0,15.051,Kepler,289.134661,0,,1.54,0.11258,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1287_b/,,,,4.07,,
Kepler-1443,b,Kepler-1443 b,1,2.41811321,,,,,6289.0,1.19,1.27,1,0,475.0,12.278,Kepler,283.435761,0,,0.97,0.09142,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1443_b/,,,,2.63,,
Kepler-1397,b,Kepler-1397 b,1,47.449955,,,,,6026.0,1.09,1.12,1,0,770.0,14.089,Kepler,299.675859,0,,1.72,0.44779,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1397_b/,,,,3.55,,
Kepler-1265,b,Kepler-1265 b,1,6.49441289,,,,,4630.0,0.71,0.69,1,0,581.0,15.602,Kepler,284.585789,0,,1.35,0.09346,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1265_b/,,,,5.25,,
HD 154345,b,HD 154345 b,1,3341.55884,4.21,0.04,0.82,,5468.0,0.71,0.85,0,0,18.29,6.76,W. M. Keck Observatory,255.651688,0,,,,,2006,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_154345_b/,http://exoplanets.org/detail/HD_154345_b,,,,G8 V,
Kepler-311,b,Kepler-311 b,2,9.176092,0.087,,,,5905.0,,1.19,1,0,796.53,13.797,Kepler,282.06129,0,,1.7,0.1809,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-311_b/,http://exoplanets.org/detail/Kepler-311_b,,,,,
Kepler-311,c,Kepler-311 c,2,19.738286,0.145,,,,5905.0,,1.19,1,0,796.53,13.797,Kepler,282.06129,0,,1.43,0.2025,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-311_c/,http://exoplanets.org/detail/Kepler-311_c,,,,,
Kepler-1000,b,Kepler-1000 b,1,120.0181272,,,,,6453.0,1.4,1.51,1,0,925.0,13.256,Kepler,286.685523,0,,4.76,0.4835,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1000_b/,,,,1.26,,
Kepler-1186,b,Kepler-1186 b,1,16.07677615,,,,,5635.0,0.95,0.93,1,0,1112.0,15.306,Kepler,288.479641,0,,2.23,0.09321,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1186_b/,,,,4.47,,
Kepler-1092,b,Kepler-1092 b,1,58.6017925,,,,,5862.0,0.99,1.0,1,0,914.0,14.649,Kepler,297.72314,0,,2.07,0.23096,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1092_b/,,,,3.8,,
Kepler-334,c,Kepler-334 c,3,12.758005,0.107,,,,5828.0,,1.07,1,0,431.86,12.776,Kepler,287.140668,0,,1.43,0.1703,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-334_c/,http://exoplanets.org/detail/Kepler-334_c,,,,,
Kepler-334,d,Kepler-334 d,3,25.09849,0.168,,,,5828.0,,1.07,1,0,431.86,12.776,Kepler,287.140668,0,,1.41,0.1153,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-334_d/,http://exoplanets.org/detail/Kepler-334_d,,,,,
Kepler-334,b,Kepler-334 b,3,5.470319,0.061,,,,5828.0,,1.07,1,0,431.86,12.776,Kepler,287.140668,0,,1.12,0.1267,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-334_b/,http://exoplanets.org/detail/Kepler-334_b,,,,,
Kepler-765,b,Kepler-765 b,1,27.6655226,,,,,5901.0,1.05,1.06,1,0,1000.0,14.609,Kepler,283.184612,0,,2.43,0.27117,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-765_b/,,,,3.72,,
Kepler-763,b,Kepler-763 b,1,1.19655156,,,,,5166.0,0.84,0.8,1,0,902.0,15.692,Kepler,292.144477,0,,1.22,0.049587,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-763_b/,,,,4.79,,
Kepler-267,c,Kepler-267 c,3,6.87745,0.06,,,,4258.0,,0.56,1,0,267.0,15.438,Kepler,299.830387,0,,2.13,0.0563,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-267_c/,http://exoplanets.org/detail/Kepler-267_c,,,,M1 V,
Kepler-267,b,Kepler-267 b,3,3.353728,0.037,,,,4258.0,,0.56,1,0,267.0,15.438,Kepler,299.830387,0,,1.98,0.0622,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-267_b/,http://exoplanets.org/detail/Kepler-267_b,,,,M1 V,
Kepler-267,d,Kepler-267 d,3,28.464515,0.154,,,,4258.0,,0.56,1,0,267.0,15.438,Kepler,299.830387,0,,2.27,0.1143,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-267_d/,http://exoplanets.org/detail/Kepler-267_d,,,,M1 V,
Kepler-337,b,Kepler-337 b,2,3.292781,0.045,,,,5684.0,,1.76,1,0,691.41,12.727,Kepler,290.06049,0,,1.54,0.1986,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-337_b/,http://exoplanets.org/detail/Kepler-337_b,,,,,
Kepler-337,c,Kepler-337 c,2,9.693201,0.093,,,,5684.0,,1.76,1,0,691.41,12.727,Kepler,290.06049,0,,2.05,0.2295,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-337_c/,http://exoplanets.org/detail/Kepler-337_c,,,,,
Kepler-764,b,Kepler-764 b,1,7.33683936,,,,,5557.0,0.92,0.89,1,0,1013.0,15.302,Kepler,297.393183,0,,1.64,0.14633,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-764_b/,,,,4.17,,
Kepler-1037,b,Kepler-1037 b,1,1.06378867,,,,,5105.0,0.82,0.78,1,0,451.0,14.229,Kepler,296.341029,0,,1.28,0.04485,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1037_b/,,,,5.13,,
Kepler-1388,c,Kepler-1388 c,4,5.53608151,,,,,4098.0,0.63,0.61,1,0,492.0,16.279,Kepler,283.33604,0,,2.26,0.090904,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1388_c/,,,,4.47,,
Kepler-1388,e,Kepler-1388 e,4,37.6327084,,,,,4098.0,0.63,0.61,1,0,492.0,16.279,Kepler,283.33604,0,,2.46,0.18946,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1388_e/,,,,4.47,,
Kepler-1388,b,Kepler-1388 b,4,12.2854603,,,,,4098.0,0.63,0.61,1,0,492.0,16.279,Kepler,283.33604,0,,2.59,0.12654,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1388_b/,,,,4.47,,
Kepler-1388,d,Kepler-1388 d,4,20.9568158,,,,,4098.0,0.63,0.61,1,0,492.0,16.279,Kepler,283.33604,0,,2.86,0.14825,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1388_d/,,,,4.47,,
Kepler-744,b,Kepler-744 b,1,12.06222443,,,,,5594.0,0.94,0.93,1,0,486.0,13.581,Kepler,296.496136,0,,1.62,0.087529,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-744_b/,,,,5.13,,
Kepler-565,b,Kepler-565 b,1,4.24374723,,,,,5735.0,0.98,0.95,1,0,1041.0,15.0,Kepler,283.617946,0,,3.64,0.14033,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-565_b/,,,,4.07,,
Kepler-1019,b,Kepler-1019 b,1,1.41122985,,,,,4433.0,0.7,0.67,1,0,198.0,13.59,Kepler,283.717526,0,,1.46,0.057967,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1019_b/,,,,3.55,,
Kepler-102,f,Kepler-102 f,5,27.4536,,,0.01636,,4909.0,0.81,0.76,1,0,108.13,11.492,Kepler,281.482749,0,,0.88,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-102_f/,,-0.553,2.61,,,
Kepler-102,d,Kepler-102 d,5,10.3117,,,0.012,13.27,4909.0,0.81,0.76,1,0,108.13,11.492,Kepler,281.482749,0,,1.18,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-102_d/,,-0.553,2.61,,,
Kepler-102,e,Kepler-102 e,5,16.1457,,,0.028,4.68,4909.0,0.81,0.76,1,0,108.13,11.492,Kepler,281.482749,0,,2.22,,,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-102_e/,,-0.553,2.61,,,
Kepler-102,b,Kepler-102 b,5,5.28696,,,0.01353,,4909.0,0.81,0.76,1,0,108.13,11.492,Kepler,281.482749,0,,0.47,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-102_b/,,-0.553,2.61,,,
Kepler-102,c,Kepler-102 c,5,7.07142,,,0.00944,,4909.0,0.81,0.76,1,0,108.13,11.492,Kepler,281.482749,0,,0.58,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-102_c/,,-0.553,2.61,,,
Kepler-941,b,Kepler-941 b,1,17.42395198,,,,,5539.0,0.89,0.86,1,0,1105.0,15.601,Kepler,294.326356,0,,3.08,0.20304,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-941_b/,,,,4.07,,
Kepler-989,b,Kepler-989 b,1,7.96431535,,,,,5074.0,0.82,0.78,1,0,484.0,14.425,Kepler,281.582909,0,,2.21,0.06242,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-989_b/,,,,4.68,,
Kepler-1199,b,Kepler-1199 b,1,15.0447198,,,,,5889.0,0.94,1.17,1,0,540.0,13.037,Kepler,293.725872,0,,1.15,0.24246,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1199_b/,,,,7.76,,
Kepler-1144,b,Kepler-1144 b,1,17.14647302,,,,,5753.0,0.98,0.96,1,0,1012.0,14.941,Kepler,290.043293,0,,1.99,0.16004,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1144_b/,,,,3.98,,
Kepler-549,c,Kepler-549 c,2,117.040498,,,,,5360.0,0.88,0.84,1,0,648.0,14.621,Kepler,283.022789,0,,2.93,0.35604,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-549_c/,,,,4.57,,
Kepler-549,b,Kepler-549 b,2,42.9495649,,,,,5360.0,0.88,0.84,1,0,648.0,14.621,Kepler,283.022789,0,,2.57,0.222787,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-549_b/,,,,4.57,,
Kepler-940,b,Kepler-940 b,1,59.6225257,,,,,5769.0,0.97,0.96,1,0,1317.0,15.517,Kepler,294.241293,0,,3.34,0.26771,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-940_b/,,,,3.63,,
Kepler-223,c,Kepler-223 c,4,9.84564,,0.15,0.01605,0.71,,1.12,1.72,1,0,1960.49,15.344,Kepler,298.318356,0,,3.44,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-223_c/,http://exoplanets.org/detail/Kepler-223_c,,,,,
Kepler-223,e,Kepler-223 e,4,19.72567,,0.051,0.0151,0.28,,1.12,1.72,1,0,1960.49,15.344,Kepler,298.318356,0,,4.6,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-223_e/,http://exoplanets.org/detail/Kepler-223_e,,,,,
Kepler-223,b,Kepler-223 b,4,7.38449,,0.078,0.02328,1.54,,1.12,1.72,1,0,1960.49,15.344,Kepler,298.318356,0,,2.99,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-223_b/,http://exoplanets.org/detail/Kepler-223_b,,,,,
Kepler-223,d,Kepler-223 d,4,14.78869,,0.037,0.02517,0.31,,1.12,1.72,1,0,1960.49,15.344,Kepler,298.318356,0,,5.24,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-223_d/,http://exoplanets.org/detail/Kepler-223_d,,,,,
Kepler-657,b,Kepler-657 b,1,24.54350418,,,,,5808.0,1.01,1.01,1,0,1244.0,15.344,Kepler,291.197299,0,,3.52,0.304567,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-657_b/,,,,4.17,,
Kepler-762,b,Kepler-762 b,1,3.7705521,,,,,5944.0,1.06,1.08,1,0,1465.0,15.439,Kepler,291.275634,0,,12.68,0.159488,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-762_b/,,,,3.8,,
Kepler-14,b,Kepler-14 b,1,6.790123,,0.035,8.4,7.1,6395.0,1.51,2.05,1,0,980.0,12.128,Kepler,287.708814,0,,12.733,0.2591,8.213,2011,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-14_b/,http://exoplanets.org/detail/Kepler-14_b,0.799,,2.2,,
HAT-P-13,b,HAT-P-13 b,2,2.91625,,0.0133,0.851,,5653.0,1.22,1.56,0,0,214.0,10.622,HATNet,129.882536,0,,14.258,,5.8928,2009,Ground,Canon 200mm f/1.8L,2K CCD Sensor,0,http://exoplanet.eu/catalog/hat-p-13_b/,http://exoplanets.org/detail/HAT-P-13_b,0.346,,5.0,G4,
HAT-P-13,c,HAT-P-13 c,2,446.27,,0.6616,14.28,,5653.0,1.22,1.56,0,0,214.0,10.622,W. M. Keck Observatory,129.882536,0,,,,,2009,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hat-p-13_c/,http://exoplanets.org/detail/HAT-P-13_c,0.346,,5.0,G4,
Kepler-224,e,Kepler-224 e,4,18.643577,0.124,,,,5018.0,,0.68,1,0,799.75,15.644,Kepler,290.934287,0,,1.97,0.0769,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-224_e/,http://exoplanets.org/detail/Kepler-224_e,,,,,
Kepler-224,c,Kepler-224 c,4,5.925003,0.058,,,,5018.0,,0.68,1,0,799.75,15.644,Kepler,290.934287,0,,3.12,0.1185,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-224_c/,http://exoplanets.org/detail/Kepler-224_c,,,,,
Kepler-224,b,Kepler-224 b,4,3.132924,0.038,,,,5018.0,,0.68,1,0,799.75,15.644,Kepler,290.934287,0,,1.39,0.0847,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-224_b/,http://exoplanets.org/detail/Kepler-224_b,,,,,
Kepler-224,d,Kepler-224 d,4,11.349393,0.089,,,,5018.0,,0.68,1,0,799.75,15.644,Kepler,290.934287,0,,2.3,0.1297,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-224_d/,http://exoplanets.org/detail/Kepler-224_d,,,,,
Kepler-525,b,Kepler-525 b,1,18.68404933,,,,,5573.0,0.95,1.15,1,0,566.0,13.497,Kepler,296.183433,0,,2.63,0.28779,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-525_b/,,,,10.47,,
Kepler-1219,b,Kepler-1219 b,1,16.10467749,,,,,5944.0,1.25,1.94,1,0,622.0,12.249,Kepler,297.215809,0,,2.12,0.23362,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1219_b/,,,,4.37,,
Kepler-656,b,Kepler-656 b,1,1.26025909,,,,,5281.0,0.86,0.82,1,0,867.0,15.342,Kepler,288.327899,0,,3.12,0.078092,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-656_b/,,,,4.37,,
Kepler-526,b,Kepler-526 b,1,5.45849832,,,,,5894.0,1.15,1.14,1,0,504.0,13.046,Kepler,297.650933,0,,1.99,0.168108,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-526_b/,,,,2.14,,
Kepler-364,c,Kepler-364 c,2,59.980627,0.312,,,,6108.0,,1.28,1,0,915.02,13.66,Kepler,281.569933,0,,2.15,0.2743,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-364_c/,http://exoplanets.org/detail/Kepler-364_c,,,,,
Kepler-364,b,Kepler-364 b,2,25.745718,0.178,,,,6108.0,,1.28,1,0,915.02,13.66,Kepler,281.569933,0,,1.55,0.291,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-364_b/,http://exoplanets.org/detail/Kepler-364_b,,,,,
Kepler-587,b,Kepler-587 b,1,10.94027841,,,,,5549.0,0.92,0.89,1,0,852.0,14.909,Kepler,288.67069,0,,2.23,0.095283,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-587_b/,,,,4.79,,
Kepler-527,b,Kepler-527 b,1,13.28535633,,,,,6388.0,1.28,1.45,1,0,901.0,13.39,Kepler,290.957911,0,,2.84,0.257504,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-527_b/,,,,2.4,,
Kepler-994,b,Kepler-994 b,1,1.15116651,,,,,3934.0,0.56,0.54,1,0,170.0,14.44,Kepler,289.072225,0,,1.6,0.049504,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-994_b/,,,,3.24,,
Kepler-332,b,Kepler-332 b,3,7.626324,0.07,,,,4955.0,,0.72,1,0,347.65,14.017,Kepler,286.662964,0,,1.17,0.0987,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-332_b/,http://exoplanets.org/detail/Kepler-332_b,,,,,
Kepler-332,d,Kepler-332 d,3,34.21154,0.189,,,,4955.0,,0.72,1,0,347.65,14.017,Kepler,286.662964,0,,1.18,0.1962,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-332_d/,http://exoplanets.org/detail/Kepler-332_d,,,,,
Kepler-332,c,Kepler-332 c,3,15.995622,0.114,,,,4955.0,,0.72,1,0,347.65,14.017,Kepler,286.662964,0,,1.09,0.1408,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-332_c/,http://exoplanets.org/detail/Kepler-332_c,,,,,
Kepler-781,b,Kepler-781 b,1,13.2140732,,,,,5162.0,0.81,0.78,1,0,1036.0,15.987,Kepler,287.653619,0,,2.89,0.142671,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-781_b/,,,,4.9,,
Kepler-1146,b,Kepler-1146 b,1,2.3522658,,,,,4692.0,0.74,0.7,1,0,694.0,15.848,Kepler,286.716626,0,,1.23,0.07113,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1146_b/,,,,4.9,,
